wind;pvo;pva;wave
0.98199767;0;0;0.95675474
0.96308547;0;0;0.94365525
0.93381858;0;0;0.92220175
0.90587813;0;0.214326513;0.9147222
0.91595811;0.148524102;0.471034992;0.90552497
0.9461965;0.336765841;0.607262871;0.89421797
0.95676094;0.569693596;0.803846438;0.89489251
0.96741652;0.805089422;0.92649524;0.8955037
0.9736833;1.015187186;0.999366363;0.89522696
0.97185344;0.980517811;0.890158264;0.88135344
0.96768945;0.869537867;0.796299066;0.86542904
0.95803708;0.706651771;0.692812123;0.84851259
0.95513648;0.520013206;0.552867831;0.83134449
0.96775442;0.339302312;0.380390483;0.81375813
0.98258096;0.185542709;0.215974903;0.79598236
0.99321479;0.088228323;0.150289915;0.8136251
0.99795246;0.001309801;0.073344928;0.83049119
0.99912471;0.000736364;0.013163788;0.84704828
0.99967062;0;0;0.87131613
0.99983311;0;0;0.89195025
1;0;0;0.90807867
1;0;0;0.92300177
1;0;0;0.93420923
1;0;0;0.94461262
1;0;0;0.96352649
1;0;0;0.9769485
1;0;0;0.98564863
1;0;0.069892234;0.98656607
1;0.096317302;0.139835202;0.98732764
1;0.113194904;0.127337724;0.9879756
1;0.149008057;0.157200155;0.99109066
1;0.16361027;0.169491306;0.99330986
1;0.158781775;0.163655396;0.99452388
1;0.186238208;0.191363595;0.99585783
1;0.204821082;0.210277098;0.99660468
1;0.212168854;0.218144179;0.99703789
1;0.176387446;0.182404314;0.99684811
1;0.134173421;0.141134006;0.99652421
1;0.089483717;0.098860878;0.99612594
1;0.042589227;0.059260305;0.99654651
1;0;0.026974247;0.99675941
1;0;0.001817292;0.9968884
1;0;0;0.99669766
1;0;0;0.99646223
1;0;0;0.99622869
1;0;0;0.99599707
1;0;0;0.99568558
0.9999097;0;0;0.99536061
0.99963754;0;0;0.99482453
0.99809146;0;0;0.99412906
0.9926008;0;0;0.99347007
0.98033124;0;0.176232572;0.99234831
0.90522021;0.110024318;0.261328963;0.99044454
0.64967299;0.190502254;0.232840563;0.98860168
0.41795439;0.293017678;0.322881915;0.98684037
0.40913472;0.384616969;0.401069999;0.98453403
0.56535029;0.460299468;0.46214936;0.9819783
0.86379242;0.445788167;0.443762667;0.98158687
0.96923482;0.401023363;0.40272055;0.98095846
0.9895075;0.334964212;0.340873823;0.98003709
0.99325824;0.352397671;0.364101023;0.97945011
0.99551314;0.337582008;0.381494017;0.9786191
0.99333507;0.280652436;0.406265892;0.97767532
0.9896422;0.125212837;0.334148189;0.97724056
0.98169738;0.001354289;0.189690183;0.97648978
0.97694349;0.002635409;0.027846809;0.97539687
0.980762;0;0;0.96757877
0.9856934;0;0;0.95795274
0.99110466;0;0;0.945279
0.99361897;0;0;0.93809676
0.99102527;0;0;0.93083519
0.98137236;0;0;0.92331386
0.96340466;0;0;0.92058337
0.93983728;0;0;0.91800797
0.92907387;0;0;0.91550076
0.9419356;0;0.254638409;0.91478008
0.95844436;0.143848022;0.552569914;0.91294658
0.96719265;0.373128677;0.742294738;0.91048002
0.97438973;0.57520014;0.815587119;0.91455066
0.98017007;0.731890773;0.833079086;0.91853911
0.98109525;0.835075335;0.823596216;0.9224056
0.98174131;0.868747863;0.796539684;0.92486006
0.98115855;0.846613232;0.774696466;0.92545378
0.98044211;0.774466784;0.753673991;0.92508537
0.9858765;0.681911967;0.750589896;0.92654419
0.99161208;0.54920519;0.738966275;0.92728394
0.99336576;0.384804197;0.70257289;0.92721617
0.9918285;0.159300738;0.594797303;0.93111807
0.98805428;0.000252425;0.357203058;0.93469548
0.98364252;0.003453113;0.030992224;0.93783402
0.9816792;0;0;0.9398973
0.98172975;0;0;0.94192564
0.98584938;0;0;0.9439624
0.99282849;0;0;0.95212454
0.99650824;0;0;0.95882106
0.9977212;0;0;0.96429598
0.99736679;0;0;0.96688569
0.99560624;0;0;0.96872616
0.99252409;0;0;0.97004855
0.98875558;0;0.273615441;0.96976316
0.98345149;0.145336843;0.583385278;0.96956253
0.98062932;0.386133492;0.789013785;0.96924412
0.98085713;0.556793223;0.78004475;0.96758866
0.98088926;0.649692827;0.726265457;0.96252036
0.97750336;0.668759377;0.661939805;0.95364809
0.97575575;0.638505696;0.608154776;0.9355343
0.97803044;0.562293309;0.543745797;0.91821337
0.97816688;0.456912646;0.456871849;0.9018476
0.97423571;0.3560238;0.367378563;0.89076805
0.96616745;0.251379384;0.268112133;0.87836498
0.94607365;0.153108468;0.172580916;0.86281574
0.90237737;0.073418741;0.112789854;0.86191213
0.84632677;0.000742477;0.053868136;0.86061156
0.82872611;7.85E-05;3.37E-03;0.858603
0.83773971;0;0;0.8554889
0.86332977;0;0;0.85126686
0.86569428;0;0;0.84619206
0.85595417;0;0;0.82470238
0.88012892;0;0;0.80203283
0.83620822;0;0;0.77772248
0.72161299;0;0;0.76206374
0.61263764;0;0;0.74628633
0.566827;0;0;0.73039412
0.68219441;0;0.076553392;0.71125609
0.86150348;0.091714206;0.147401118;0.69161367
0.92368478;0.116597491;0.132072735;0.67132741
0.92374998;0.176860225;0.187032738;0.6586259
0.90589494;0.226208201;0.233954448;0.6458357
0.90347809;0.262567208;0.269066395;0.63311327
0.90270996;0.39771497;0.398213791;0.62062341
0.88441616;0.533793638;0.517249235;0.60806775
0.86720103;0.645901727;0.631780894;0.59538472
0.85717499;0.473533312;0.496609659;0.58829427
0.87761122;0.307473184;0.336811584;0.58105934
0.86647916;0.166208829;0.189517729;0.5738194
0.90146494;0.079337537;0.128425197;0.57934129
0.94284821;0.000892202;0.061660476;0.58501971
0.97744346;0.000161619;0.004398268;0.59016436
0.98812783;0;0;0.64247453
0.99513406;0;0;0.69847471
0.99816304;0;0;0.72638083
0.99945128;0;0;0.83781588
1;0;0;0.89766359
1;0;0;0.92330909
1;0;0;0.937374
1;0;0;0.94435912
1;0;0;0.94598836
0.99969071;0;0.213973648;0.95820439
0.99767488;0.096901348;0.293690424;0.96508169
0.98750764;0.185789053;0.229609342;0.96605349
0.95802027;0.299247009;0.333832958;0.95770752
0.8764016;0.407627425;0.427792257;0.94795555
0.77055442;0.503364136;0.502483115;0.93512726
0.71910971;0.500350065;0.490313891;0.93165147
0.73609382;0.464215853;0.458298436;0.9274199
0.74678248;0.403255718;0.405662847;0.92246914
0.71782893;0.290361746;0.29904583;0.92292565
0.67443842;0.181886222;0.191322891;0.92352664
0.68789095;0.088485984;0.097603075;0.92273688
0.81561601;0.041801994;0.058562565;0.93120062
0.86249369;0;0.026272563;0.93695521
0.76937425;0;0.000316849;0.9404965
0.71303916;0;0;0.94453013
0.76126295;0;0;0.94777596
0.87574053;0;0;0.94972908
0.95800638;0;0;0.95365322
0.98757803;0;0;0.95577943
0.99543428;0;0;0.95596236
0.99864781;0;0;0.96434832
0.99971545;0;0;0.97115266
1;0;0;0.97752106
1;0;0.055462454;0.98678136
1;0.105977022;0.175111776;0.99163163
1;0.177367723;0.215929168;0.99524868
0.99981362;0.255619459;0.276309231;0.99606276
0.99913597;0.308485085;0.319155714;0.99655604
0.99626189;0.335429583;0.341095737;0.99696541
0.98784077;0.374478288;0.376868411;0.99668658
0.98018974;0.393869589;0.394677044;0.99637866
0.98365241;0.391355572;0.394265352;0.99602807
0.98096418;0.438152618;0.457121115;0.99432778
0.97002435;0.436928463;0.54253226;0.99312162
0.95085758;0.367232965;0.650982597;0.99172676
0.92873526;0.152260765;0.571171623;0.98835695
0.92348039;0;0.364993405;0.98236072
0.91721821;0.002767315;0.027502471;0.97468668
0.86782169;0;0;0.96739721
0.77096707;0;0;0.95322442
0.70694178;0;0;0.93382096
0.69521207;0;0;0.92598855
0.73334861;0;0;0.91649961
0.78139937;0;0;0.90631914
0.87840778;0;0;0.90994978
0.97075784;0;0;0.91269326
0.99343568;0;0;0.91295421
0.99791676;0;0.090856546;0.90616363
0.9981643;0.083824969;0.147903655;0.89803487
0.99404007;0.110060577;0.124948685;0.88712466
0.98741513;0.150514411;0.158904557;0.8800022
0.98501313;0.169778293;0.175722806;0.87025571
0.98612088;0.169622551;0.174576012;0.85787839
0.97258294;0.19336875;0.198426906;0.8535682
0.93261993;0.207102087;0.21234141;0.84898961
0.91925907;0.209228194;0.214848782;0.84398437
0.94751167;0.176923544;0.182664525;0.84253705
0.97763944;0.137174772;0.14405109;0.84095109
0.99528188;0.093557234;0.103217701;0.83899164
0.99912822;0.044881651;0.063475723;0.85850465
0.99958634;0;0.029126698;0.87471855
0.99864203;0;0.000703019;0.88732588
0.99522662;0;0;0.91059113
0.98981261;0;0;0.92952418
0.98779893;0;0;0.94474989
0.98809737;0;0;0.95219046
0.98988515;0;0;0.95934814
0.99013603;0;0;0.96483928
0.98540217;0;0;0.96194863
0.97841996;0;0;0.9586547
0.97807676;0;0;0.95343834
0.98554897;0;0.193589159;0.94856274
0.99159205;0.124238658;0.45329221;0.94155407
0.99203736;0.334914837;0.655227553;0.93277371
0.98966271;0.478021118;0.639902738;0.92694366
0.99295634;0.543526961;0.592087072;0.92094922
0.99464685;0.538843755;0.535753515;0.91480726
0.99160129;0.486182611;0.477603989;0.90359187
0.98333567;0.398428972;0.399001579;0.89142203
0.9673574;0.292858236;0.298692001;0.87846351
0.94942725;0.270859717;0.278764907;0.85358608
0.93458539;0.231954529;0.246176665;0.8282696
0.8991065;0.177009423;0.204457365;0.80310458
0.79759926;0.084672421;0.156386229;0.80316973
0.66816497;0.00064054;0.090489595;0.80270684
0.56421191;0.000100971;0.007369512;0.80196983
0.50806952;0;0;0.79334646
0.49007916;0;0;0.7847876
0.50666791;0;0;0.77627784
0.48875555;0;0;0.79495549
0.43665054;0;0;0.81405765
0.38318768;0;0;0.83200955
0.38119307;0;0;0.85356784
0.42589578;0;0;0.87371302
0.55305111;0;0;0.88955009
0.80634207;0;0.050885559;0.90400445
0.97428125;0.101355734;0.176746569;0.91693187
0.99708015;0.18136804;0.226345243;0.92971265
0.99886918;0.271717628;0.297561473;0.94010699
0.99844807;0.339631932;0.352216782;0.94995433
0.9980762;0.383138115;0.386881056;0.95916027
0.99835187;0.566067131;0.542891459;0.9699744
0.9986645;0.743888224;0.68316493;0.97703934
0.99896574;0.874585467;0.837953952;0.98113334
0.99957287;0.649761792;0.703851715;0.98707557
0.99995452;0.423255095;0.511139513;0.99147725
1;0.230499207;0.295292434;0.99317288
1;0.104996304;0.245454878;0.99470806
1;0.000577609;0.151532908;0.99587333
0.99987268;0.000306285;0.012208032;0.99671805
0.99977601;0;0;0.99625874
0.99969846;0;0;0.99572611
0.9996736;0;0;0.99513543
0.99971008;0;0;0.99553776
0.99975109;0;0;0.99589479
0.99970651;0;0;0.99626613
0.99963373;0;0;0.99514496
0.99953055;0;0;0.9936142
0.9991467;0;0;0.99180222
0.99868786;0.015444165;0.08400767;0.99103498
0.99788755;0.109009155;0.252472235;0.99004328
0.99785447;0.23612105;0.353956773;0.98897779
0.99747646;0.327231791;0.375373514;0.98755407
0.9961977;0.365506931;0.380090379;0.98586398
0.99618953;0.357705268;0.362173796;0.98391974
0.99498379;0.435072761;0.430994281;0.98111075
0.98959643;0.495182156;0.482633896;0.97748721
0.9845733;0.528151593;0.519795381;0.97343326
0.98003101;0.490381328;0.514955257;0.9691931
0.9665308;0.417748804;0.507258351;0.96233582
0.94011331;0.311265204;0.493690956;0.95234078
0.91699994;0.132635583;0.435200803;0.94274926
0.91709208;0;0.287194398;0.93214178
0.88676858;0.000770166;0.022939502;0.92134917
0.86257666;0;0;0.90959948
0.85420823;0;0;0.89320922
0.85354698;0;0;0.87216872
0.86697453;0;0;0.85488796
0.85804099;0;0;0.83740401
0.81252462;0;0;0.81970185
0.74349958;0;0;0.79901302
0.63855499;0;0;0.77834839
0.56576109;0;0;0.7578516
0.50450402;0.020916009;0.041904347;0.73951679
0.44134203;0.093123374;0.156368213;0.72200674
0.38360137;0.164321309;0.199783327;0.70445514
0.35816219;0.227440016;0.243612824;0.70716256
0.3492184;0.257179125;0.265679743;0.70969075
0.37556854;0.256770812;0.262758487;0.71213061
0.41634914;0.286833395;0.29196371;0.7036739
0.4379124;0.301491028;0.306219108;0.69519699
0.4747518;0.299065468;0.304419889;0.68669152
0.5288564;0.275229434;0.282925626;0.67913914
0.6349287;0.23431973;0.248812742;0.67158616
0.75726604;0.177321306;0.205606678;0.66399753
0.84583503;0.113222217;0.16601244;0.64936841
0.89398164;0.008295794;0.09633976;0.63404906
0.9124527;0.005060685;0.033148639;0.61795706
0.92620212;0;0;0.60873383
0.92981672;0;0;0.59944606
0.91002542;0;0;0.5902859
0.84685761;0;0;0.58083588
0.78333712;0;0;0.57036531
0.73228812;0;0;0.55696058
0.65140325;0;0;0.55375844
0.5100401;0;0;0.5488013
0.34505367;0;0;0.54206765
0.23810749;0.009613503;0.077215017;0.55780929
0.19083981;0.102980031;0.246245217;0.57296616
0.22063817;0.234152205;0.356901197;0.58734828
0.35423747;0.315557869;0.358976224;0.60966468
0.64320207;0.335513199;0.347568069;0.63193476
0.96381938;0.304659868;0.310185406;0.65385598
0.99877065;0.441006231;0.434978071;0.70830762
0.99978268;0.576440896;0.547851343;0.76238585
1;0.68339625;0.659289777;0.81813574
1;0.691285172;0.754282044;0.84318054
1;0.628270996;0.874867152;0.86585987
1;0.486457463;0.982276801;0.88841784
0.99991453;0.197107075;0.761186587;0.89449787
0.99970621;0.000611743;0.449324607;0.89924645
0.99970388;0.014692597;0.012634384;0.90146369
0.99968994;0;0;0.90744054
0.99969089;0;0;0.91094428
0.99968088;0;0;0.91273201
0.99969769;0;0;0.92267096
0.99977249;0;0;0.93121701
0.99971175;0;0;0.93774557
0.99966842;0;0;0.93682468
0.99966967;0;0;0.93589199
0.99953604;0;0;0.93503445
0.9988414;0.003922882;0.106509054;0.93432432
0.99827784;0.106437261;0.30695896;0.93370897
0.99897778;0.267070428;0.460064956;0.93334085
0.99836063;0.424590521;0.552135477;0.93640292
0.9978739;0.550590608;0.605233749;0.93834716
0.99618107;0.638972476;0.629844908;0.94025606
0.99077904;0.751580349;0.690197575;0.9379704
0.99037743;0.82510377;0.742741205;0.93560553
0.99182642;0.846506608;0.806360596;0.93271345
0.99012345;0.73408792;0.803458572;0.92871553
0.98327094;0.580536886;0.789812248;0.92463237
0.98034304;0.397442873;0.743089178;0.92046672
0.97491562;0.167045416;0.561791009;0.91475153
0.96804374;0.001365761;0.312702337;0.90796393
0.96594387;0.00966395;0.008112975;0.90063775
0.96323067;0;0;0.89429915
0.96933579;0;0;0.88768876
0.96929383;0;0;0.88079655
0.94568771;0;0;0.86866277
0.89216959;0;0;0.8560915
0.79936332;0;0;0.84283596
0.62772834;0;0;0.82414067
0.4032189;0;0;0.80266237
0.21206187;0;0;0.77981746
0.11911041;0.014581404;0.025165133;0.76315033
0.097114407;0.069358219;0.102493149;0.74593532
0.17031187;0.090604077;0.103224699;0.72862816
0.26291314;0.110681211;0.116716193;0.73098928
0.31519789;0.101312315;0.104930273;0.73300022
0.38037544;0.06809819;0.070231709;0.73494083
0.49679393;0.123091212;0.126431547;0.78489292
0.69159663;0.1777069;0.182120796;0.82633621
0.92007387;0.223063607;0.228451725;0.8512398
0.99539679;0.209051094;0.215194248;0.86972928
0.99961799;0.180943526;0.190162871;0.88200504
1;0.139097486;0.155994647;0.88822639
1;0.092403012;0.126768439;0.91885728
1;0.004733918;0.07535384;0.94591653
1;0.011194136;0.003566835;0.96796072
1;0;0;0.98142606
1;0;0;0.98869491
1;0;0;0.99286675
1;0;0;0.99423647
1;0;0;0.99546945
1;0;0;0.99586475
1;0;0;0.99396777
1;0;0;0.9910537
0.99931955;0;0;0.9847542
0.9950915;0.005375701;0.064728945;0.97662604
0.98414189;0.095486893;0.229182425;0.96690422
0.98519695;0.225716263;0.344238869;0.95515239
0.99326831;0.448494706;0.615487305;0.94791472
0.99804473;0.714914247;0.827589321;0.94014382
0.99952179;0.983327499;0.960977795;0.93143868
0.99972457;1.058337774;0.933499872;0.92051649
0.9997195;1.064600512;0.92810163;0.9081223
0.99952066;1.004246076;0.946909699;0.89423621
0.99813253;0.901113568;0.995929745;0.88342571
0.99176949;0.740035025;1.039324074;0.87075675
0.97096157;0.52622093;1.065112991;0.85706246
0.90901685;0.204285031;0.552427862;0.83246303
0.80564481;0.001882176;0.251834873;0.8065818
0.74689895;0.001235114;0;0.77965033
0.73741132;0;0;0.76214296
0.703049;0;0;0.74493062
0.71237808;0;0;0.72810405
0.73177642;0;0;0.75411546
0.70080304;0;0;0.78067398
0.4688918;0;0;0.80342364
0.18358727;0;0;0.81747603
0.056203391;0;0;0.82922256
0.029444356;0;0;0.83879852
0.020466579;0.007073887;0.045898952;0.84338188
0.039447252;0.089043937;0.185569617;0.84653556
0.11187791;0.197767023;0.273742703;0.84900564
0.29526594;0.381358801;0.48125396;0.84326297
0.55859792;0.596925326;0.668823937;0.836169
0.75282735;0.818667985;0.801419694;0.82821018
0.82625246;0.948047685;0.84389514;0.79882067
0.85945141;1.023690566;0.894145762;0.76914942
0.86548209;1.033961765;0.972620967;0.73999143
0.86439914;0.857445785;0.945177763;0.7123692
0.87376153;0.643205923;0.893751097;0.6850605
0.87959599;0.412144201;0.786928047;0.65757412
0.87913638;0.171873022;0.587809556;0.63919944
0.86859107;0.000946077;0.336923199;0.62088352
0.87273121;0.00843347;0.002448987;0.60280585
0.88284695;0;0;0.59390849
0.89438498;0;0;0.58530837
0.90126777;0;0;0.57692075
0.89795417;0;0;0.56835127
0.89560503;0;0;0.55979884
0.88495445;0;0;0.55123317
0.83184683;0;0;0.53525865
0.76373917;0;0;0.51911879
0.68784976;0;0;0.50282824
0.63110501;0;0.173854965;0.48758221
0.53637666;0.098554207;0.509707852;0.47234017
0.43880159;0.34983043;0.849572964;0.45715642
0.42416722;0.574406488;0.892301065;0.45890945
0.42920879;0.733903893;0.855332356;0.46069038
0.35256106;0.82264457;0.804581587;0.46248823
0.28379118;0.837447798;0.754531135;0.45202893
0.23351464;0.793552713;0.713327052;0.44159397
0.16863126;0.699888383;0.668739509;0.43120965
0.082003005;0.57361452;0.609433276;0.42789668
0.016318362;0.427088371;0.524156626;0.42458257
0;0.278739452;0.418082204;0.42127246
0;0.128054487;0.299759145;0.42069131
0.063374899;0.001772772;0.143974129;0.4201442
0.2729108;0.003728114;0.000747442;0.41960889
0.56198919;0;0;0.46125093
0.80258143;0;0;0.49858969
0.94953787;0;0;0.52336466
0.98974866;0;0;0.64997226
0.9963761;0;0;0.73074853
