wind;pvo;pva;wave
0.86108142;0;0;0.62212473
0.86101896;0;0;0.62096745
0.84796637;0;0;0.61978906
0.84457242;0;0;0.60616213
0.85389668;0;0;0.59253323
0.86756372;0;0;0.57879889
0.87069547;0;0;0.58471394
0.85780942;0;0;0.59043688
0.83104235;0.001761219;0.010121192;0.59599483
0.81490773;0.098910592;0.11870927;0.60115701
0.82213545;0.19221801;0.17605141;0.60632819
0.85097063;0.24134821;0.14306553;0.61144912
0.88207179;0.22350308;0.12368184;0.6183877
0.90275347;0.15970127;0.11489108;0.62493551
0.91759509;0.076676995;0.089501895;0.63118452
0.92596984;0.062829085;0.074587576;0.64244628
0.93391192;0.007308268;0.006480351;0.65335864
0.94030279;0;0;0.66418213
0.94737756;0;0;0.67467803
0.95676684;0;0;0.68501711
0.95773262;0;0;0.69530034
0.95666718;0;0;0.70012468
0.95566231;0;0;0.70492643
0.95186603;0;0;0.70966631
0.94011635;0;0;0.71468258
0.92582178;0;0;0.71907729
0.92204714;0;0;0.72333282
0.9233709;0;0;0.74329358
0.92912352;0;0;0.76202053
0.94317216;0;0;0.78016371
0.9562459;0;0;0.79566777
0.9691574;0;0;0.80997235
0.97816491;0.004824732;0.017250903;0.82474554
0.98450613;0.071289495;0.088309422;0.82212114
0.98828101;0.14015126;0.13113594;0.81863409
0.99231166;0.15069295;0.10709561;0.81546825
0.9946273;0.14480603;0.1017385;0.81901979
0.99330533;0.11969702;0.092749707;0.8228392
0.98784608;0.066151902;0.076947019;0.82613403
0.98214877;0.060900528;0.075379901;0.82145679
0.97818249;0.009733789;0.006967092;0.81667054
0.97282898;0;0;0.8109622
0.96219939;0;0;0.79608309
0.94961935;0;0;0.78126264
0.92378229;0;0;0.76660132
0.87514275;0;0;0.74238729
0.78777128;0;0;0.71657181
0.67942226;0;0;0.68944794
0.56358922;0;0;0.66691619
0.44058621;0;0;0.6414507
0.35427824;0;0;0.61357027
0.31597292;0;0;0.59152722
0.31043762;0;0;0.56347555
0.3267619;0;0;0.53489256
0.36097598;0;0;0.51790172
0.39479613;0;0;0.49663773
0.41000086;0.008228482;0.028000943;0.47415149
0.39555672;0.062965244;0.079227462;0.45771515
0.37476444;0.12229165;0.12024231;0.43957609
0.34526122;0.13308196;0.097762823;0.41994983
0.32678232;0.12844481;0.092334867;0.41860476
0.29647416;0.10200967;0.081321701;0.41710335
0.25753653;0.053993545;0.061391905;0.41566387
0.2271499;0.056000806;0.069752611;0.40772271
0.22355837;0.011273831;0.007223159;0.39976445
0.23857871;0;0;0.39172423
0.26013589;0;0;0.38822448
0.26997828;0;0;0.384711
0.25370437;0;0;0.38121289
0.22952555;0;0;0.38052794
0.22179376;0;0;0.37979427
0.24465343;0;0;0.3791723
0.29360244;0;0;0.38735786
0.34731579;0;0;0.39558995
0.40548855;0;0;0.40386197
0.46260685;0;0;0.41584677
0.51425821;0;0;0.42794615
0.56555158;0;0;0.4401167
0.61160439;0;0;0.45335037
0.65311676;0;0;0.46576211
0.68873203;0.010812756;0.035035953;0.47626024
0.7082817;0.055427179;0.072178893;0.48334873
0.71874481;0.10727951;0.10553355;0.49101532
0.72840339;0.10207;0.082243532;0.49831596
0.73794591;0.10237963;0.080965228;0.50934118
0.74635518;0.086385608;0.072106689;0.51995021
0.73647177;0.051707447;0.057175163;0.52992296
0.71462804;0.055403166;0.069750994;0.53675401
0.68208301;0.013538679;0.00968848;0.54339433
0.63400626;0;0;0.54959083
0.60469246;0;0;0.5522418
0.61049646;0;0;0.55485892
0.64645869;0;0;0.55746049
0.68622363;0;0;0.57688582
0.71712935;0;0;0.5958209
0.7282775;0;0;0.61367178
0.72276157;0;0;0.6127739
0.69024724;0;0;0.611727
0.67798275;0;0;0.61057979
0.66728711;0;0;0.61697626
0.66921169;0;0;0.62343693
0.6819042;0;0;0.62994426
0.69428831;0;0;0.62653381
0.70347106;0;0;0.62305409
0.73562074;0.010817268;0.035254054;0.61948442
0.77202839;0.082263052;0.10819777;0.62607139
0.79758751;0.1578667;0.14525907;0.6328786
0.82258099;0.16933972;0.12245621;0.63948095
0.84424531;0.17510578;0.12059841;0.63344502
0.85825014;0.15339166;0.11682425;0.62754357
0.8631925;0.098422483;0.10652688;0.6216234
0.86363751;0.076507516;0.09398973;0.61627626
0.85745579;0.017772287;0.013760253;0.61068058
0.84355837;0;0;0.60474539
0.83055305;0;0;0.59544623
0.81316704;0;0;0.58499426
0.79458332;0;0;0.57368159
0.75784981;0;0;0.56278437
0.7087667;0;0;0.55159408
0.65987998;0;0;0.54000974
0.61390144;0;0;0.52262956
0.5684492;0;0;0.50468624
0.52501261;0;0;0.48579139
0.51243061;0;0;0.46894318
0.52456576;0;0;0.4508889
0.52337205;0;0;0.43177411
0.48886222;0;0;0.41914529
0.44284803;0;0;0.40641087
0.39049324;0.015240636;0.045446016;0.39353848
0.33196518;0.094759688;0.11864722;0.39864892
0.28566983;0.195094;0.1721459;0.40350512
0.265239;0.22482044;0.1446777;0.40810359
0.2589753;0.20794648;0.13094091;0.40199894
0.24851629;0.16389269;0.12010213;0.39503938
0.23308095;0.093954995;0.095687293;0.38721341
0.23123631;0.075441256;0.095379725;0.38572425
0.23743221;0.020102253;0.019226041;0.38203591
0.23870997;0;0;0.37615025
0.23344851;0;0;0.37593496
0.2297025;0;0;0.37416998
0.2424472;0;0;0.37106806
0.26412755;0;0;0.37272209
0.2894983;0;0;0.37387285
0.32041728;0;0;0.37432876
0.3584393;0;0;0.37742758
0.38987863;0;0;0.38047388
0.417326;0;0;0.38346034
0.44145668;0;0;0.39129031
0.47072151;0;0;0.39910346
0.5090403;0;0;0.40685305
0.55273336;0;0;0.41310263
0.58643138;0;0;0.41928428
0.55103236;0.008300537;0.023692688;0.42539376
0.516509;0.11279325;0.14935362;0.43075383
0.54444611;0.21977146;0.18746388;0.43588215
0.62056994;0.22547528;0.15219414;0.44107199
0.69907779;0.23969167;0.14886223;0.44598243
0.75195581;0.22270516;0.157343;0.44923684
0.77559;0.16815659;0.16619627;0.45103219
0.78044152;0.11042916;0.14362723;0.45751673
0.76821655;0.025354201;0.028539827;0.45821625
0.73907906;0;0;0.45759165
0.68910211;0;0;0.45966327
0.61864161;0;0;0.46124154
0.56842124;0;0;0.46321386
0.54075366;0;0;0.46765897
0.5572893;0;0;0.47217125
0.60966575;0;0;0.47679096
0.67225736;0;0;0.48727173
0.71953094;0;0;0.49784178
0.72893149;0;0;0.50862581
0.7182228;0;0;0.52491975
0.70232135;0;0;0.54179263
0.69543993;0;0;0.55933964
0.71679831;0;0;0.58378398
0.7709229;0;0;0.60858649
0.83210504;0.017084835;0.044928093;0.63385302
